nohup: ignoring input
###training start~~~~
hash_gan.py:285: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  epoch, itr, len(train_loader)*opt.batch_size, loss_d.data[0], loss_g.data[0]))
===> Epoch[0](44/58368): Loss_D: 247.5955505 Loss_G: 0.4043
===> Epoch[0](45/58368): Loss_D: 246.7848511 Loss_G: 0.4039
===> Epoch[0](46/58368): Loss_D: 246.6564789 Loss_G: 0.4033
===> Epoch[0](47/58368): Loss_D: 246.9154663 Loss_G: 0.4038
===> Epoch[0](48/58368): Loss_D: 248.3180237 Loss_G: 0.4033
===> Epoch[0](49/58368): Loss_D: 248.3280487 Loss_G: 0.4031
===> Epoch[0](50/58368): Loss_D: 247.9652405 Loss_G: 0.4027
===> Epoch[0](51/58368): Loss_D: 246.1318359 Loss_G: 0.4019
===> Epoch[0](52/58368): Loss_D: 246.1042786 Loss_G: 0.4016
===> Epoch[0](53/58368): Loss_D: 246.2400055 Loss_G: 0.4021
===> Epoch[0](54/58368): Loss_D: 246.5179138 Loss_G: 0.4019
===> Epoch[0](55/58368): Loss_D: 246.9025879 Loss_G: 0.4014
===> Epoch[0](56/58368): Loss_D: 247.1916199 Loss_G: 0.4017
===> Epoch[0](57/58368): Loss_D: 246.5417480 Loss_G: 0.4012
===> Epoch[0](58/58368): Loss_D: 245.8147430 Loss_G: 0.4005
===> Epoch[0](59/58368): Loss_D: 247.1310730 Loss_G: 0.4007
===> Epoch[0](60/58368): Loss_D: 246.3432617 Loss_G: 0.3998
===> Epoch[0](61/58368): Loss_D: 245.2847137 Loss_G: 0.3998
===> Epoch[0](62/58368): Loss_D: 246.3486176 Loss_G: 0.3997
===> Epoch[0](63/58368): Loss_D: 245.2227020 Loss_G: 0.3997
===> Epoch[0](64/58368): Loss_D: 245.9760284 Loss_G: 0.3996
===> Epoch[0](65/58368): Loss_D: 246.0613861 Loss_G: 0.3989
===> Epoch[0](66/58368): Loss_D: 246.3352509 Loss_G: 0.3995
===> Epoch[0](67/58368): Loss_D: 246.9211273 Loss_G: 0.3986
===> Epoch[0](68/58368): Loss_D: 246.4062958 Loss_G: 0.3991
===> Epoch[0](69/58368): Loss_D: 246.8546295 Loss_G: 0.3981
===> Epoch[0](70/58368): Loss_D: 246.1341858 Loss_G: 0.3983
===> Epoch[0](71/58368): Loss_D: 246.7061310 Loss_G: 0.3978
===> Epoch[0](72/58368): Loss_D: 245.6365662 Loss_G: 0.3979
===> Epoch[0](73/58368): Loss_D: 245.3597412 Loss_G: 0.3977
===> Epoch[0](74/58368): Loss_D: 243.5221863 Loss_G: 0.3970
===> Epoch[0](75/58368): Loss_D: 243.7155151 Loss_G: 0.3976
===> Epoch[0](76/58368): Loss_D: 245.2983704 Loss_G: 0.3975
===> Epoch[0](77/58368): Loss_D: 244.3352356 Loss_G: 0.3973
===> Epoch[0](78/58368): Loss_D: 244.4789581 Loss_G: 0.3967
===> Epoch[0](79/58368): Loss_D: 244.3138885 Loss_G: 0.3963
===> Epoch[0](80/58368): Loss_D: 243.6876373 Loss_G: 0.3963
===> Epoch[0](81/58368): Loss_D: 243.9063721 Loss_G: 0.3957
===> Epoch[0](82/58368): Loss_D: 243.3829346 Loss_G: 0.3955
===> Epoch[0](83/58368): Loss_D: 244.7906952 Loss_G: 0.3964
===> Epoch[0](84/58368): Loss_D: 243.7868958 Loss_G: 0.3962
===> Epoch[0](85/58368): Loss_D: 245.4201355 Loss_G: 0.3952
===> Epoch[0](86/58368): Loss_D: 244.1712646 Loss_G: 0.3959
===> Epoch[0](87/58368): Loss_D: 242.5704956 Loss_G: 0.3951
===> Epoch[0](88/58368): Loss_D: 244.2398376 Loss_G: 0.3947
===> Epoch[0](89/58368): Loss_D: 243.9384460 Loss_G: 0.3954
===> Epoch[0](90/58368): Loss_D: 241.8038483 Loss_G: 0.3952
===> Epoch[0](91/58368): Loss_D: 243.5686035 Loss_G: 0.3950
===> Epoch[0](92/58368): Loss_D: 242.7284393 Loss_G: 0.3939
===> Epoch[0](93/58368): Loss_D: 244.3470612 Loss_G: 0.3944
===> Epoch[0](94/58368): Loss_D: 243.9567413 Loss_G: 0.3942
===> Epoch[0](95/58368): Loss_D: 244.5971069 Loss_G: 0.3944
===> Epoch[0](96/58368): Loss_D: 243.4868469 Loss_G: 0.3937
===> Epoch[0](97/58368): Loss_D: 242.1936035 Loss_G: 0.3932
===> Epoch[0](98/58368): Loss_D: 243.4575500 Loss_G: 0.3936
===> Epoch[0](99/58368): Loss_D: 244.1459808 Loss_G: 0.3930
===> Epoch[0](100/58368): Loss_D: 243.2385254 Loss_G: 0.3936
===> Epoch[0](101/58368): Loss_D: 242.7087708 Loss_G: 0.3933
===> Epoch[0](102/58368): Loss_D: 241.8944855 Loss_G: 0.3922
===> Epoch[0](103/58368): Loss_D: 240.5514679 Loss_G: 0.3930
===> Epoch[0](104/58368): Loss_D: 242.6360016 Loss_G: 0.3925
===> Epoch[0](105/58368): Loss_D: 242.0258636 Loss_G: 0.3927
===> Epoch[0](106/58368): Loss_D: 242.4616241 Loss_G: 0.3927
===> Epoch[0](107/58368): Loss_D: 243.6817017 Loss_G: 0.3923
===> Epoch[0](108/58368): Loss_D: 241.8163605 Loss_G: 0.3915
===> Epoch[0](109/58368): Loss_D: 242.8125458 Loss_G: 0.3914
===> Epoch[0](110/58368): Loss_D: 243.0730743 Loss_G: 0.3921
===> Epoch[0](111/58368): Loss_D: 242.1090698 Loss_G: 0.3916
===> Epoch[0](112/58368): Loss_D: 243.3152618 Loss_G: 0.3918
===> Epoch[0](113/58368): Loss_D: 241.6417847 Loss_G: 0.3913
===> Epoch[0](114/58368): Loss_D: 241.2775421 Loss_G: 0.3912
===> Epoch[0](115/58368): Loss_D: 243.1528931 Loss_G: 0.3917
===> Epoch[0](116/58368): Loss_D: 240.5418854 Loss_G: 0.3912
===> Epoch[0](117/58368): Loss_D: 240.6766815 Loss_G: 0.3910
===> Epoch[0](118/58368): Loss_D: 241.5691528 Loss_G: 0.3913
===> Epoch[0](119/58368): Loss_D: 241.0051117 Loss_G: 0.3912
===> Epoch[0](120/58368): Loss_D: 241.3554230 Loss_G: 0.3913
===> Epoch[0](121/58368): Loss_D: 242.3369751 Loss_G: 0.3902
===> Epoch[0](122/58368): Loss_D: 241.2169495 Loss_G: 0.3901
===> Epoch[0](123/58368): Loss_D: 241.9556885 Loss_G: 0.3906
===> Epoch[0](124/58368): Loss_D: 240.1405029 Loss_G: 0.3906
===> Epoch[0](125/58368): Loss_D: 240.2839050 Loss_G: 0.3908
===> Epoch[0](126/58368): Loss_D: 240.9565277 Loss_G: 0.3908
===> Epoch[0](127/58368): Loss_D: 240.4028778 Loss_G: 0.3901
===> Epoch[0](128/58368): Loss_D: 240.2131500 Loss_G: 0.3896
===> Epoch[0](129/58368): Loss_D: 239.9947205 Loss_G: 0.3898
===> Epoch[0](130/58368): Loss_D: 238.7939148 Loss_G: 0.3892
===> Epoch[0](131/58368): Loss_D: 240.7533264 Loss_G: 0.3896
===> Epoch[0](132/58368): Loss_D: 239.5538788 Loss_G: 0.3891
===> Epoch[0](133/58368): Loss_D: 239.1999054 Loss_G: 0.3892
===> Epoch[0](134/58368): Loss_D: 239.0920410 Loss_G: 0.3894
===> Epoch[0](135/58368): Loss_D: 241.5595551 Loss_G: 0.3894
===> Epoch[0](136/58368): Loss_D: 240.8833160 Loss_G: 0.3898
===> Epoch[0](137/58368): Loss_D: 239.9929810 Loss_G: 0.3887
===> Epoch[0](138/58368): Loss_D: 238.6166534 Loss_G: 0.3880
===> Epoch[0](139/58368): Loss_D: 238.9337158 Loss_G: 0.3882
===> Epoch[0](140/58368): Loss_D: 239.6368256 Loss_G: 0.3885
===> Epoch[0](141/58368): Loss_D: 240.2900085 Loss_G: 0.3883
===> Epoch[0](142/58368): Loss_D: 238.2957153 Loss_G: 0.3882
===> Epoch[0](143/58368): Loss_D: 238.1697388 Loss_G: 0.3880
===> Epoch[0](144/58368): Loss_D: 237.8126984 Loss_G: 0.3880
===> Epoch[0](145/58368): Loss_D: 238.8397675 Loss_G: 0.3890
===> Epoch[0](146/58368): Loss_D: 238.1618347 Loss_G: 0.3878
===> Epoch[0](147/58368): Loss_D: 235.9428711 Loss_G: 0.3871
===> Epoch[0](148/58368): Loss_D: 238.6734467 Loss_G: 0.3875
===> Epoch[0](149/58368): Loss_D: 237.6818695 Loss_G: 0.3872
===> Epoch[0](150/58368): Loss_D: 239.5052795 Loss_G: 0.3884
===> Epoch[0](151/58368): Loss_D: 238.7559509 Loss_G: 0.3865
===> Epoch[0](152/58368): Loss_D: 238.2138977 Loss_G: 0.3871
===> Epoch[0](153/58368): Loss_D: 238.4541168 Loss_G: 0.3877
===> Epoch[0](154/58368): Loss_D: 235.6982727 Loss_G: 0.3870
===> Epoch[0](155/58368): Loss_D: 236.1177979 Loss_G: 0.3865
===> Epoch[0](156/58368): Loss_D: 237.3262482 Loss_G: 0.3870
===> Epoch[0](157/58368): Loss_D: 236.0170593 Loss_G: 0.3865
===> Epoch[0](158/58368): Loss_D: 237.4081268 Loss_G: 0.3868
===> Epoch[0](159/58368): Loss_D: 236.2970123 Loss_G: 0.3866
===> Epoch[0](160/58368): Loss_D: 236.5811310 Loss_G: 0.3863
===> Epoch[0](161/58368): Loss_D: 238.8541565 Loss_G: 0.3855
===> Epoch[0](162/58368): Loss_D: 238.0125427 Loss_G: 0.3864
===> Epoch[0](163/58368): Loss_D: 237.4467468 Loss_G: 0.3864
===> Epoch[0](164/58368): Loss_D: 238.5934448 Loss_G: 0.3868
===> Epoch[0](165/58368): Loss_D: 239.0632782 Loss_G: 0.3866
===> Epoch[0](166/58368): Loss_D: 236.2127075 Loss_G: 0.3867
===> Epoch[0](167/58368): Loss_D: 238.8014832 Loss_G: 0.3857
===> Epoch[0](168/58368): Loss_D: 237.0253448 Loss_G: 0.3857
===> Epoch[0](169/58368): Loss_D: 235.1105194 Loss_G: 0.3858
===> Epoch[0](170/58368): Loss_D: 236.2023621 Loss_G: 0.3859
===> Epoch[0](171/58368): Loss_D: 234.0186157 Loss_G: 0.3851
===> Epoch[0](172/58368): Loss_D: 236.2340088 Loss_G: 0.3843
===> Epoch[0](173/58368): Loss_D: 235.2474823 Loss_G: 0.3854
===> Epoch[0](174/58368): Loss_D: 236.9182587 Loss_G: 0.3851
===> Epoch[0](175/58368): Loss_D: 236.4726868 Loss_G: 0.3860
===> Epoch[0](176/58368): Loss_D: 236.1890564 Loss_G: 0.3850
===> Epoch[0](177/58368): Loss_D: 235.2737885 Loss_G: 0.3844
===> Epoch[0](178/58368): Loss_D: 237.3623352 Loss_G: 0.3849
===> Epoch[0](179/58368): Loss_D: 236.2778168 Loss_G: 0.3853
===> Epoch[0](180/58368): Loss_D: 234.6825409 Loss_G: 0.3853
===> Epoch[0](181/58368): Loss_D: 235.2080994 Loss_G: 0.3853
===> Epoch[0](182/58368): Loss_D: 234.4738007 Loss_G: 0.3844
===> Epoch[0](183/58368): Loss_D: 236.3460693 Loss_G: 0.3852
===> Epoch[0](184/58368): Loss_D: 237.4598541 Loss_G: 0.3843
===> Epoch[0](185/58368): Loss_D: 237.5623779 Loss_G: 0.3847
===> Epoch[0](186/58368): Loss_D: 236.4322052 Loss_G: 0.3845
===> Epoch[0](187/58368): Loss_D: 235.7337646 Loss_G: 0.3846
===> Epoch[0](188/58368): Loss_D: 233.8643646 Loss_G: 0.3843
===> Epoch[0](189/58368): Loss_D: 234.5027466 Loss_G: 0.3835
===> Epoch[0](190/58368): Loss_D: 235.0471039 Loss_G: 0.3843
===> Epoch[0](191/58368): Loss_D: 235.8075714 Loss_G: 0.3843
===> Epoch[0](192/58368): Loss_D: 235.4592743 Loss_G: 0.3834
===> Epoch[0](193/58368): Loss_D: 234.5243225 Loss_G: 0.3837
===> Epoch[0](194/58368): Loss_D: 234.0305939 Loss_G: 0.3833
===> Epoch[0](195/58368): Loss_D: 233.2746429 Loss_G: 0.3844
===> Epoch[0](196/58368): Loss_D: 236.2864838 Loss_G: 0.3841
===> Epoch[0](197/58368): Loss_D: 235.4284973 Loss_G: 0.3831
===> Epoch[0](198/58368): Loss_D: 230.5980988 Loss_G: 0.3838
===> Epoch[0](199/58368): Loss_D: 234.4818268 Loss_G: 0.3838
===> Epoch[0](200/58368): Loss_D: 233.3692627 Loss_G: 0.3831
===> Epoch[0](201/58368): Loss_D: 234.0993347 Loss_G: 0.3831
===> Epoch[0](202/58368): Loss_D: 231.2366638 Loss_G: 0.3830
===> Epoch[0](203/58368): Loss_D: 234.4043121 Loss_G: 0.3826
===> Epoch[0](204/58368): Loss_D: 231.3039093 Loss_G: 0.3823
===> Epoch[0](205/58368): Loss_D: 233.3665924 Loss_G: 0.3839
===> Epoch[0](206/58368): Loss_D: 234.1091614 Loss_G: 0.3834
===> Epoch[0](207/58368): Loss_D: 234.1226196 Loss_G: 0.3830
===> Epoch[0](208/58368): Loss_D: 234.1313934 Loss_G: 0.3827
===> Epoch[0](209/58368): Loss_D: 234.1530304 Loss_G: 0.3826
===> Epoch[0](210/58368): Loss_D: 233.0661774 Loss_G: 0.3828
===> Epoch[0](211/58368): Loss_D: 233.2707977 Loss_G: 0.3828
===> Epoch[0](212/58368): Loss_D: 232.7407379 Loss_G: 0.3820
===> Epoch[0](213/58368): Loss_D: 235.0082397 Loss_G: 0.3830
===> Epoch[0](214/58368): Loss_D: 235.0076447 Loss_G: 0.3816
===> Epoch[0](215/58368): Loss_D: 236.5370331 Loss_G: 0.3832
===> Epoch[0](216/58368): Loss_D: 232.7039032 Loss_G: 0.3826
===> Epoch[0](217/58368): Loss_D: 234.1816101 Loss_G: 0.3820
===> Epoch[0](218/58368): Loss_D: 232.2591705 Loss_G: 0.3820
===> Epoch[0](219/58368): Loss_D: 230.6433258 Loss_G: 0.3820
===> Epoch[0](220/58368): Loss_D: 234.5070343 Loss_G: 0.3821
===> Epoch[0](221/58368): Loss_D: 232.4800568 Loss_G: 0.3824
===> Epoch[0](222/58368): Loss_D: 233.7176056 Loss_G: 0.3821
===> Epoch[0](223/58368): Loss_D: 229.3573914 Loss_G: 0.3814
===> Epoch[0](224/58368): Loss_D: 234.3585358 Loss_G: 0.3812
===> Epoch[0](225/58368): Loss_D: 230.1186676 Loss_G: 0.3809
===> Epoch[0](226/58368): Loss_D: 233.6146088 Loss_G: 0.3812
===> Epoch[0](227/58368): Loss_D: 231.1101227 Loss_G: 0.3807
===> Epoch[1](228/58368): Loss_D: 232.4154816 Loss_G: 0.3816
===> Epoch[1](229/58368): Loss_D: 233.2215271 Loss_G: 0.3811
===> Epoch[1](230/58368): Loss_D: 232.2563629 Loss_G: 0.3814
===> Epoch[1](231/58368): Loss_D: 230.5938721 Loss_G: 0.3804
===> Epoch[1](232/58368): Loss_D: 234.8570404 Loss_G: 0.3810
===> Epoch[1](233/58368): Loss_D: 231.9877930 Loss_G: 0.3802
===> Epoch[1](234/58368): Loss_D: 231.0104675 Loss_G: 0.3810
===> Epoch[1](235/58368): Loss_D: 233.2551422 Loss_G: 0.3805
===> Epoch[1](236/58368): Loss_D: 230.4841156 Loss_G: 0.3803
===> Epoch[1](237/58368): Loss_D: 233.7038727 Loss_G: 0.3796
===> Epoch[1](238/58368): Loss_D: 233.6278076 Loss_G: 0.3803
===> Epoch[1](239/58368): Loss_D: 229.0850220 Loss_G: 0.3808
===> Epoch[1](240/58368): Loss_D: 234.4072266 Loss_G: 0.3805
===> Epoch[1](241/58368): Loss_D: 231.3301239 Loss_G: 0.3801
===> Epoch[1](242/58368): Loss_D: 230.4937439 Loss_G: 0.3803
===> Epoch[1](243/58368): Loss_D: 230.9755402 Loss_G: 0.3793
===> Epoch[1](244/58368): Loss_D: 233.3780518 Loss_G: 0.3802
===> Epoch[1](245/58368): Loss_D: 230.8068695 Loss_G: 0.3810
===> Epoch[1](246/58368): Loss_D: 228.8389587 Loss_G: 0.3794
===> Epoch[1](247/58368): Loss_D: 230.8202057 Loss_G: 0.3798
===> Epoch[1](248/58368): Loss_D: 230.3459015 Loss_G: 0.3799
===> Epoch[1](249/58368): Loss_D: 232.9424286 Loss_G: 0.3800
===> Epoch[1](250/58368): Loss_D: 230.1969147 Loss_G: 0.3803
===> Epoch[1](251/58368): Loss_D: 231.0279083 Loss_G: 0.3799
===> Epoch[1](252/58368): Loss_D: 231.7261658 Loss_G: 0.3803
===> Epoch[1](253/58368): Loss_D: 233.1981964 Loss_G: 0.3800
===> Epoch[1](254/58368): Loss_D: 230.2903748 Loss_G: 0.3797
===> Epoch[1](255/58368): Loss_D: 230.6092224 Loss_G: 0.3787
===> Epoch[1](256/58368): Loss_D: 229.9780273 Loss_G: 0.3789
===> Epoch[1](257/58368): Loss_D: 232.4916840 Loss_G: 0.3795
===> Epoch[1](258/58368): Loss_D: 227.9905548 Loss_G: 0.3785
===> Epoch[1](259/58368): Loss_D: 231.7739563 Loss_G: 0.3803
===> Epoch[1](260/58368): Loss_D: 228.5077362 Loss_G: 0.3797
===> Epoch[1](261/58368): Loss_D: 230.9391785 Loss_G: 0.3784
===> Epoch[1](262/58368): Loss_D: 230.9040527 Loss_G: 0.3800
===> Epoch[1](263/58368): Loss_D: 230.4492493 Loss_G: 0.3780
===> Epoch[1](264/58368): Loss_D: 229.0798340 Loss_G: 0.3785
===> Epoch[1](265/58368): Loss_D: 232.0359192 Loss_G: 0.3792
===> Epoch[1](266/58368): Loss_D: 232.8408203 Loss_G: 0.3793
===> Epoch[1](267/58368): Loss_D: 229.7079163 Loss_G: 0.3779
===> Epoch[1](268/58368): Loss_D: 231.4749451 Loss_G: 0.3793
===> Epoch[1](269/58368): Loss_D: 231.4685364 Loss_G: 0.3787
===> Epoch[1](270/58368): Loss_D: 230.5885773 Loss_G: 0.3787
===> Epoch[1](271/58368): Loss_D: 228.7753906 Loss_G: 0.3785
===> Epoch[1](272/58368): Loss_D: 227.8226776 Loss_G: 0.3785
===> Epoch[1](273/58368): Loss_D: 228.3792267 Loss_G: 0.3776
===> Epoch[1](274/58368): Loss_D: 230.7682648 Loss_G: 0.3782
===> Epoch[1](275/58368): Loss_D: 231.1782837 Loss_G: 0.3777
===> Epoch[1](276/58368): Loss_D: 231.3155975 Loss_G: 0.3785
===> Epoch[1](277/58368): Loss_D: 230.6302490 Loss_G: 0.3776
===> Epoch[1](278/58368): Loss_D: 226.8120880 Loss_G: 0.3778
===> Epoch[1](279/58368): Loss_D: 228.4904785 Loss_G: 0.3780
===> Epoch[1](280/58368): Loss_D: 225.4052277 Loss_G: 0.3778
===> Epoch[1](281/58368): Loss_D: 230.3215790 Loss_G: 0.3781
===> Epoch[1](282/58368): Loss_D: 230.3747864 Loss_G: 0.3781
===> Epoch[1](283/58368): Loss_D: 228.9148865 Loss_G: 0.3785
===> Epoch[1](284/58368): Loss_D: 227.1791992 Loss_G: 0.3786
===> Epoch[1](285/58368): Loss_D: 231.5776672 Loss_G: 0.3781
===> Epoch[1](286/58368): Loss_D: 229.5142059 Loss_G: 0.3785
===> Epoch[1](287/58368): Loss_D: 229.5357208 Loss_G: 0.3779
===> Epoch[1](288/58368): Loss_D: 227.8172302 Loss_G: 0.3769
===> Epoch[1](289/58368): Loss_D: 230.6501160 Loss_G: 0.3780
===> Epoch[1](290/58368): Loss_D: 225.8283234 Loss_G: 0.3766
===> Epoch[1](291/58368): Loss_D: 231.8309326 Loss_G: 0.3775
===> Epoch[1](292/58368): Loss_D: 227.0078125 Loss_G: 0.3773
===> Epoch[1](293/58368): Loss_D: 229.0011902 Loss_G: 0.3773
===> Epoch[1](294/58368): Loss_D: 228.2291260 Loss_G: 0.3769
===> Epoch[1](295/58368): Loss_D: 230.3968964 Loss_G: 0.3786
===> Epoch[1](296/58368): Loss_D: 230.6012115 Loss_G: 0.3774
===> Epoch[1](297/58368): Loss_D: 223.6222229 Loss_G: 0.3766
===> Epoch[1](298/58368): Loss_D: 228.6434784 Loss_G: 0.3777
===> Epoch[1](299/58368): Loss_D: 230.9803162 Loss_G: 0.3776
===> Epoch[1](300/58368): Loss_D: 232.0483398 Loss_G: 0.3776
===> Epoch[1](301/58368): Loss_D: 229.2678375 Loss_G: 0.3777
===> Epoch[1](302/58368): Loss_D: 229.1212616 Loss_G: 0.3783
===> Epoch[1](303/58368): Loss_D: 230.1566010 Loss_G: 0.3778
===> Epoch[1](304/58368): Loss_D: 226.6886444 Loss_G: 0.3764
===> Epoch[1](305/58368): Loss_D: 230.9808807 Loss_G: 0.3764
===> Epoch[1](306/58368): Loss_D: 227.3021545 Loss_G: 0.3773
===> Epoch[1](307/58368): Loss_D: 226.2242584 Loss_G: 0.3764
===> Epoch[1](308/58368): Loss_D: 225.7101593 Loss_G: 0.3765
===> Epoch[1](309/58368): Loss_D: 227.9085236 Loss_G: 0.3763
===> Epoch[1](310/58368): Loss_D: 227.0293884 Loss_G: 0.3763
===> Epoch[1](311/58368): Loss_D: 227.6124573 Loss_G: 0.3755
===> Epoch[1](312/58368): Loss_D: 227.9036560 Loss_G: 0.3754
===> Epoch[1](313/58368): Loss_D: 229.3268280 Loss_G: 0.3770
===> Epoch[1](314/58368): Loss_D: 224.0646362 Loss_G: 0.3762
===> Epoch[1](315/58368): Loss_D: 228.7657623 Loss_G: 0.3773
===> Epoch[1](316/58368): Loss_D: 228.4645538 Loss_G: 0.3764
===> Epoch[1](317/58368): Loss_D: 228.5915070 Loss_G: 0.3762
===> Epoch[1](318/58368): Loss_D: 225.1873322 Loss_G: 0.3766
===> Epoch[1](319/58368): Loss_D: 225.5676270 Loss_G: 0.3763
===> Epoch[1](320/58368): Loss_D: 230.2877197 Loss_G: 0.3758
===> Epoch[1](321/58368): Loss_D: 225.1544342 Loss_G: 0.3764
===> Epoch[1](322/58368): Loss_D: 223.9932709 Loss_G: 0.3759
===> Epoch[1](323/58368): Loss_D: 225.8265228 Loss_G: 0.3757
===> Epoch[1](324/58368): Loss_D: 222.8111420 Loss_G: 0.3754
===> Epoch[1](325/58368): Loss_D: 227.6454773 Loss_G: 0.3752
===> Epoch[1](326/58368): Loss_D: 221.2620087 Loss_G: 0.3749
===> Epoch[1](327/58368): Loss_D: 226.3170471 Loss_G: 0.3752
===> Epoch[1](328/58368): Loss_D: 229.4371796 Loss_G: 0.3758
===> Epoch[1](329/58368): Loss_D: 222.9626617 Loss_G: 0.3747
===> Epoch[1](330/58368): Loss_D: 230.7966614 Loss_G: 0.3759
===> Epoch[1](331/58368): Loss_D: 227.6260376 Loss_G: 0.3758
===> Epoch[1](332/58368): Loss_D: 226.8141174 Loss_G: 0.3748
===> Epoch[1](333/58368): Loss_D: 224.3396759 Loss_G: 0.3747
===> Epoch[1](334/58368): Loss_D: 224.5998993 Loss_G: 0.3750
===> Epoch[1](335/58368): Loss_D: 227.3636780 Loss_G: 0.3751
===> Epoch[1](336/58368): Loss_D: 226.1762390 Loss_G: 0.3762
===> Epoch[1](337/58368): Loss_D: 223.4141998 Loss_G: 0.3757
===> Epoch[1](338/58368): Loss_D: 226.8596191 Loss_G: 0.3758
===> Epoch[1](339/58368): Loss_D: 226.0589752 Loss_G: 0.3748
===> Epoch[1](340/58368): Loss_D: 226.9589539 Loss_G: 0.3757
===> Epoch[1](341/58368): Loss_D: 228.9829559 Loss_G: 0.3757
===> Epoch[1](342/58368): Loss_D: 227.5215149 Loss_G: 0.3744
===> Epoch[1](343/58368): Loss_D: 225.4967346 Loss_G: 0.3744
===> Epoch[1](344/58368): Loss_D: 224.7217255 Loss_G: 0.3740
===> Epoch[1](345/58368): Loss_D: 227.5024414 Loss_G: 0.3761
===> Epoch[1](346/58368): Loss_D: 227.0735626 Loss_G: 0.3749
===> Epoch[1](347/58368): Loss_D: 226.4676361 Loss_G: 0.3743
===> Epoch[1](348/58368): Loss_D: 224.3575592 Loss_G: 0.3751
===> Epoch[1](349/58368): Loss_D: 226.9814606 Loss_G: 0.3755
===> Epoch[1](350/58368): Loss_D: 224.9443665 Loss_G: 0.3756
===> Epoch[1](351/58368): Loss_D: 222.6800537 Loss_G: 0.3746
