nohup: ignoring input
###training start~~~~
hash_gan.py:285: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  epoch, itr, len(train_loader)*opt.batch_size, loss_d.data[0], loss_g.data[0]))
===> Epoch[0](75/58368): Loss_D: 122.6715775 Loss_G: 0.3974
===> Epoch[0](76/58368): Loss_D: 121.6219101 Loss_G: 0.3975
===> Epoch[0](77/58368): Loss_D: 122.7345886 Loss_G: 0.3968
===> Epoch[0](78/58368): Loss_D: 122.7679596 Loss_G: 0.3968
===> Epoch[0](79/58368): Loss_D: 122.7994843 Loss_G: 0.3963
===> Epoch[0](80/58368): Loss_D: 122.8750305 Loss_G: 0.3966
===> Epoch[0](81/58368): Loss_D: 122.1511459 Loss_G: 0.3955
===> Epoch[0](82/58368): Loss_D: 121.6163025 Loss_G: 0.3958
===> Epoch[0](83/58368): Loss_D: 122.5453873 Loss_G: 0.3957
===> Epoch[0](84/58368): Loss_D: 123.1773300 Loss_G: 0.3952
===> Epoch[0](85/58368): Loss_D: 121.9072952 Loss_G: 0.3956
===> Epoch[0](86/58368): Loss_D: 121.8466187 Loss_G: 0.3955
===> Epoch[0](87/58368): Loss_D: 122.0335083 Loss_G: 0.3955
===> Epoch[0](88/58368): Loss_D: 121.9073105 Loss_G: 0.3948
===> Epoch[0](89/58368): Loss_D: 121.8965302 Loss_G: 0.3955
===> Epoch[0](90/58368): Loss_D: 121.5998993 Loss_G: 0.3949
===> Epoch[0](91/58368): Loss_D: 120.7770920 Loss_G: 0.3945
===> Epoch[0](92/58368): Loss_D: 122.2060699 Loss_G: 0.3942
===> Epoch[0](93/58368): Loss_D: 121.2357330 Loss_G: 0.3944
===> Epoch[0](94/58368): Loss_D: 121.1766739 Loss_G: 0.3943
===> Epoch[0](95/58368): Loss_D: 121.5900650 Loss_G: 0.3941
===> Epoch[0](96/58368): Loss_D: 122.2985306 Loss_G: 0.3941
===> Epoch[0](97/58368): Loss_D: 120.5330353 Loss_G: 0.3942
===> Epoch[0](98/58368): Loss_D: 121.2569046 Loss_G: 0.3933
===> Epoch[0](99/58368): Loss_D: 121.4175415 Loss_G: 0.3930
===> Epoch[0](100/58368): Loss_D: 121.2019806 Loss_G: 0.3933
===> Epoch[0](101/58368): Loss_D: 120.9624863 Loss_G: 0.3927
===> Epoch[0](102/58368): Loss_D: 121.4435043 Loss_G: 0.3931
===> Epoch[0](103/58368): Loss_D: 121.0423813 Loss_G: 0.3922
===> Epoch[0](104/58368): Loss_D: 122.1527863 Loss_G: 0.3932
===> Epoch[0](105/58368): Loss_D: 121.4484406 Loss_G: 0.3932
===> Epoch[0](106/58368): Loss_D: 121.0310745 Loss_G: 0.3920
===> Epoch[0](107/58368): Loss_D: 121.1172256 Loss_G: 0.3918
===> Epoch[0](108/58368): Loss_D: 121.1053925 Loss_G: 0.3928
===> Epoch[0](109/58368): Loss_D: 120.7861252 Loss_G: 0.3925
===> Epoch[0](110/58368): Loss_D: 120.6868668 Loss_G: 0.3924
===> Epoch[0](111/58368): Loss_D: 121.9623947 Loss_G: 0.3918
===> Epoch[0](112/58368): Loss_D: 121.2051468 Loss_G: 0.3918
===> Epoch[0](113/58368): Loss_D: 121.1933517 Loss_G: 0.3926
===> Epoch[0](114/58368): Loss_D: 120.7651596 Loss_G: 0.3917
===> Epoch[0](115/58368): Loss_D: 120.6446609 Loss_G: 0.3908
===> Epoch[0](116/58368): Loss_D: 121.2686462 Loss_G: 0.3904
===> Epoch[0](117/58368): Loss_D: 120.9819870 Loss_G: 0.3909
===> Epoch[0](118/58368): Loss_D: 121.0184097 Loss_G: 0.3916
===> Epoch[0](119/58368): Loss_D: 120.9315414 Loss_G: 0.3904
===> Epoch[0](120/58368): Loss_D: 120.4562531 Loss_G: 0.3911
===> Epoch[0](121/58368): Loss_D: 120.9717712 Loss_G: 0.3902
===> Epoch[0](122/58368): Loss_D: 121.7583237 Loss_G: 0.3912
===> Epoch[0](123/58368): Loss_D: 120.9973450 Loss_G: 0.3905
===> Epoch[0](124/58368): Loss_D: 119.8838501 Loss_G: 0.3891
===> Epoch[0](125/58368): Loss_D: 120.7074509 Loss_G: 0.3898
===> Epoch[0](126/58368): Loss_D: 120.5302429 Loss_G: 0.3897
===> Epoch[0](127/58368): Loss_D: 120.4794312 Loss_G: 0.3899
===> Epoch[0](128/58368): Loss_D: 120.5214844 Loss_G: 0.3902
===> Epoch[0](129/58368): Loss_D: 120.6758575 Loss_G: 0.3896
===> Epoch[0](130/58368): Loss_D: 120.1497650 Loss_G: 0.3898
===> Epoch[0](131/58368): Loss_D: 120.3352203 Loss_G: 0.3896
===> Epoch[0](132/58368): Loss_D: 120.9409485 Loss_G: 0.3897
===> Epoch[0](133/58368): Loss_D: 119.1242828 Loss_G: 0.3898
===> Epoch[0](134/58368): Loss_D: 120.2242813 Loss_G: 0.3900
===> Epoch[0](135/58368): Loss_D: 120.9442825 Loss_G: 0.3894
===> Epoch[0](136/58368): Loss_D: 119.4858704 Loss_G: 0.3895
===> Epoch[0](137/58368): Loss_D: 118.4762039 Loss_G: 0.3897
===> Epoch[0](138/58368): Loss_D: 119.9267120 Loss_G: 0.3883
===> Epoch[0](139/58368): Loss_D: 119.3272247 Loss_G: 0.3891
===> Epoch[0](140/58368): Loss_D: 120.0513916 Loss_G: 0.3885
===> Epoch[0](141/58368): Loss_D: 117.8830109 Loss_G: 0.3890
===> Epoch[0](142/58368): Loss_D: 119.7319336 Loss_G: 0.3875
===> Epoch[0](143/58368): Loss_D: 119.7899933 Loss_G: 0.3876
===> Epoch[0](144/58368): Loss_D: 118.5822601 Loss_G: 0.3870
===> Epoch[0](145/58368): Loss_D: 119.8242416 Loss_G: 0.3890
===> Epoch[0](146/58368): Loss_D: 119.5770645 Loss_G: 0.3880
===> Epoch[0](147/58368): Loss_D: 119.7312393 Loss_G: 0.3885
===> Epoch[0](148/58368): Loss_D: 119.5851898 Loss_G: 0.3880
===> Epoch[0](149/58368): Loss_D: 118.7779922 Loss_G: 0.3878
===> Epoch[0](150/58368): Loss_D: 118.0965729 Loss_G: 0.3875
===> Epoch[0](151/58368): Loss_D: 119.0359879 Loss_G: 0.3877
===> Epoch[0](152/58368): Loss_D: 118.1038361 Loss_G: 0.3877
===> Epoch[0](153/58368): Loss_D: 119.8238297 Loss_G: 0.3872
===> Epoch[0](154/58368): Loss_D: 119.0779495 Loss_G: 0.3878
===> Epoch[0](155/58368): Loss_D: 119.1120300 Loss_G: 0.3868
===> Epoch[0](156/58368): Loss_D: 118.1460266 Loss_G: 0.3864
===> Epoch[0](157/58368): Loss_D: 118.4685593 Loss_G: 0.3877
===> Epoch[0](158/58368): Loss_D: 119.8894653 Loss_G: 0.3869
===> Epoch[0](159/58368): Loss_D: 119.0086136 Loss_G: 0.3874
===> Epoch[0](160/58368): Loss_D: 118.5384903 Loss_G: 0.3858
===> Epoch[0](161/58368): Loss_D: 118.5095749 Loss_G: 0.3864
===> Epoch[0](162/58368): Loss_D: 118.5134811 Loss_G: 0.3863
===> Epoch[0](163/58368): Loss_D: 118.9210052 Loss_G: 0.3865
===> Epoch[0](164/58368): Loss_D: 118.7888870 Loss_G: 0.3865
===> Epoch[0](165/58368): Loss_D: 118.8550034 Loss_G: 0.3870
===> Epoch[0](166/58368): Loss_D: 119.2726746 Loss_G: 0.3864
===> Epoch[0](167/58368): Loss_D: 117.5979996 Loss_G: 0.3859
===> Epoch[0](168/58368): Loss_D: 118.5535202 Loss_G: 0.3862
===> Epoch[0](169/58368): Loss_D: 117.8612976 Loss_G: 0.3854
===> Epoch[0](170/58368): Loss_D: 118.3341751 Loss_G: 0.3857
===> Epoch[0](171/58368): Loss_D: 118.8715286 Loss_G: 0.3864
===> Epoch[0](172/58368): Loss_D: 117.5065689 Loss_G: 0.3867
===> Epoch[0](173/58368): Loss_D: 117.9142227 Loss_G: 0.3861
===> Epoch[0](174/58368): Loss_D: 118.3399277 Loss_G: 0.3862
===> Epoch[0](175/58368): Loss_D: 118.0834122 Loss_G: 0.3851
===> Epoch[0](176/58368): Loss_D: 118.9484711 Loss_G: 0.3857
===> Epoch[0](177/58368): Loss_D: 118.8754272 Loss_G: 0.3852
===> Epoch[0](178/58368): Loss_D: 118.6994095 Loss_G: 0.3845
===> Epoch[0](179/58368): Loss_D: 118.7350235 Loss_G: 0.3851
===> Epoch[0](180/58368): Loss_D: 118.4205017 Loss_G: 0.3843
===> Epoch[0](181/58368): Loss_D: 119.2132263 Loss_G: 0.3850
===> Epoch[0](182/58368): Loss_D: 117.2657394 Loss_G: 0.3852
===> Epoch[0](183/58368): Loss_D: 117.2222977 Loss_G: 0.3846
===> Epoch[0](184/58368): Loss_D: 116.9747391 Loss_G: 0.3841
===> Epoch[0](185/58368): Loss_D: 117.9615860 Loss_G: 0.3845
===> Epoch[0](186/58368): Loss_D: 117.7731857 Loss_G: 0.3855
===> Epoch[0](187/58368): Loss_D: 117.0616074 Loss_G: 0.3845
===> Epoch[0](188/58368): Loss_D: 118.0616379 Loss_G: 0.3846
===> Epoch[0](189/58368): Loss_D: 116.9848175 Loss_G: 0.3839
===> Epoch[0](190/58368): Loss_D: 117.6787643 Loss_G: 0.3847
===> Epoch[0](191/58368): Loss_D: 117.3949051 Loss_G: 0.3848
===> Epoch[0](192/58368): Loss_D: 118.9083099 Loss_G: 0.3847
===> Epoch[0](193/58368): Loss_D: 117.0173492 Loss_G: 0.3837
===> Epoch[0](194/58368): Loss_D: 118.0312576 Loss_G: 0.3848
===> Epoch[0](195/58368): Loss_D: 116.2709351 Loss_G: 0.3839
===> Epoch[0](196/58368): Loss_D: 118.6984253 Loss_G: 0.3835
===> Epoch[0](197/58368): Loss_D: 116.3272171 Loss_G: 0.3834
===> Epoch[0](198/58368): Loss_D: 116.4593735 Loss_G: 0.3833
===> Epoch[0](199/58368): Loss_D: 117.0272141 Loss_G: 0.3830
===> Epoch[0](200/58368): Loss_D: 117.6851578 Loss_G: 0.3836
===> Epoch[0](201/58368): Loss_D: 116.2071915 Loss_G: 0.3834
===> Epoch[0](202/58368): Loss_D: 115.0521240 Loss_G: 0.3833
===> Epoch[0](203/58368): Loss_D: 116.6871872 Loss_G: 0.3831
===> Epoch[0](204/58368): Loss_D: 117.1760559 Loss_G: 0.3833
===> Epoch[0](205/58368): Loss_D: 117.7986832 Loss_G: 0.3827
===> Epoch[0](206/58368): Loss_D: 118.3312149 Loss_G: 0.3824
===> Epoch[0](207/58368): Loss_D: 117.1744003 Loss_G: 0.3825
===> Epoch[0](208/58368): Loss_D: 117.6967545 Loss_G: 0.3836
===> Epoch[0](209/58368): Loss_D: 115.5741196 Loss_G: 0.3825
===> Epoch[0](210/58368): Loss_D: 116.8874817 Loss_G: 0.3831
===> Epoch[0](211/58368): Loss_D: 116.7105713 Loss_G: 0.3829
===> Epoch[0](212/58368): Loss_D: 117.1821289 Loss_G: 0.3818
===> Epoch[0](213/58368): Loss_D: 118.0224457 Loss_G: 0.3826
===> Epoch[0](214/58368): Loss_D: 116.6480026 Loss_G: 0.3822
===> Epoch[0](215/58368): Loss_D: 114.3799438 Loss_G: 0.3820
===> Epoch[0](216/58368): Loss_D: 116.0333176 Loss_G: 0.3825
===> Epoch[0](217/58368): Loss_D: 115.9167633 Loss_G: 0.3816
===> Epoch[0](218/58368): Loss_D: 117.6853638 Loss_G: 0.3828
===> Epoch[0](219/58368): Loss_D: 116.6548996 Loss_G: 0.3823
===> Epoch[0](220/58368): Loss_D: 118.1452408 Loss_G: 0.3818
===> Epoch[0](221/58368): Loss_D: 115.6263123 Loss_G: 0.3815
===> Epoch[0](222/58368): Loss_D: 116.0195236 Loss_G: 0.3821
===> Epoch[0](223/58368): Loss_D: 117.1599121 Loss_G: 0.3817
===> Epoch[0](224/58368): Loss_D: 115.6151123 Loss_G: 0.3820
===> Epoch[0](225/58368): Loss_D: 116.3998566 Loss_G: 0.3822
===> Epoch[0](226/58368): Loss_D: 117.5956039 Loss_G: 0.3826
===> Epoch[0](227/58368): Loss_D: 120.0548859 Loss_G: 0.3814
===> Epoch[1](228/58368): Loss_D: 115.5773697 Loss_G: 0.3820
===> Epoch[1](229/58368): Loss_D: 116.9407425 Loss_G: 0.3829
===> Epoch[1](230/58368): Loss_D: 116.2561722 Loss_G: 0.3808
===> Epoch[1](231/58368): Loss_D: 116.1007233 Loss_G: 0.3813
===> Epoch[1](232/58368): Loss_D: 116.5859756 Loss_G: 0.3818
===> Epoch[1](233/58368): Loss_D: 117.8126373 Loss_G: 0.3811
===> Epoch[1](234/58368): Loss_D: 116.7121506 Loss_G: 0.3808
===> Epoch[1](235/58368): Loss_D: 117.4667435 Loss_G: 0.3818
===> Epoch[1](236/58368): Loss_D: 116.4301071 Loss_G: 0.3806
===> Epoch[1](237/58368): Loss_D: 116.8440018 Loss_G: 0.3816
===> Epoch[1](238/58368): Loss_D: 116.6151199 Loss_G: 0.3809
===> Epoch[1](239/58368): Loss_D: 115.3028488 Loss_G: 0.3808
===> Epoch[1](240/58368): Loss_D: 115.9114761 Loss_G: 0.3800
===> Epoch[1](241/58368): Loss_D: 116.5944366 Loss_G: 0.3806
===> Epoch[1](242/58368): Loss_D: 116.8140869 Loss_G: 0.3802
===> Epoch[1](243/58368): Loss_D: 116.0713730 Loss_G: 0.3804
===> Epoch[1](244/58368): Loss_D: 115.0723724 Loss_G: 0.3802
===> Epoch[1](245/58368): Loss_D: 116.5547562 Loss_G: 0.3800
===> Epoch[1](246/58368): Loss_D: 116.8746262 Loss_G: 0.3800
===> Epoch[1](247/58368): Loss_D: 116.5286484 Loss_G: 0.3799
===> Epoch[1](248/58368): Loss_D: 116.1618652 Loss_G: 0.3792
===> Epoch[1](249/58368): Loss_D: 115.8336868 Loss_G: 0.3805
===> Epoch[1](250/58368): Loss_D: 116.0126495 Loss_G: 0.3797
===> Epoch[1](251/58368): Loss_D: 116.8073273 Loss_G: 0.3790
===> Epoch[1](252/58368): Loss_D: 114.3587341 Loss_G: 0.3793
===> Epoch[1](253/58368): Loss_D: 115.1940384 Loss_G: 0.3791
===> Epoch[1](254/58368): Loss_D: 114.9586487 Loss_G: 0.3790
===> Epoch[1](255/58368): Loss_D: 116.3279190 Loss_G: 0.3796
===> Epoch[1](256/58368): Loss_D: 115.2701416 Loss_G: 0.3795
===> Epoch[1](257/58368): Loss_D: 115.2715683 Loss_G: 0.3796
===> Epoch[1](258/58368): Loss_D: 116.4929962 Loss_G: 0.3793
===> Epoch[1](259/58368): Loss_D: 116.0619049 Loss_G: 0.3788
===> Epoch[1](260/58368): Loss_D: 114.7730255 Loss_G: 0.3793
===> Epoch[1](261/58368): Loss_D: 115.8525085 Loss_G: 0.3792
===> Epoch[1](262/58368): Loss_D: 115.1670074 Loss_G: 0.3797
===> Epoch[1](263/58368): Loss_D: 114.3846817 Loss_G: 0.3795
===> Epoch[1](264/58368): Loss_D: 117.1807632 Loss_G: 0.3794
===> Epoch[1](265/58368): Loss_D: 116.2339478 Loss_G: 0.3797
===> Epoch[1](266/58368): Loss_D: 115.9209518 Loss_G: 0.3792
===> Epoch[1](267/58368): Loss_D: 115.5853043 Loss_G: 0.3783
===> Epoch[1](268/58368): Loss_D: 115.7775955 Loss_G: 0.3792
===> Epoch[1](269/58368): Loss_D: 115.1456604 Loss_G: 0.3795
===> Epoch[1](270/58368): Loss_D: 113.9444885 Loss_G: 0.3780
===> Epoch[1](271/58368): Loss_D: 114.5351639 Loss_G: 0.3790
===> Epoch[1](272/58368): Loss_D: 115.7800598 Loss_G: 0.3796
===> Epoch[1](273/58368): Loss_D: 116.0062027 Loss_G: 0.3802
===> Epoch[1](274/58368): Loss_D: 115.0638733 Loss_G: 0.3781
===> Epoch[1](275/58368): Loss_D: 116.0727463 Loss_G: 0.3778
===> Epoch[1](276/58368): Loss_D: 114.3256073 Loss_G: 0.3788
===> Epoch[1](277/58368): Loss_D: 115.7601700 Loss_G: 0.3789
===> Epoch[1](278/58368): Loss_D: 115.0171738 Loss_G: 0.3783
===> Epoch[1](279/58368): Loss_D: 116.4004669 Loss_G: 0.3779
===> Epoch[1](280/58368): Loss_D: 114.2153625 Loss_G: 0.3774
===> Epoch[1](281/58368): Loss_D: 115.1743011 Loss_G: 0.3781
===> Epoch[1](282/58368): Loss_D: 114.3106155 Loss_G: 0.3768
===> Epoch[1](283/58368): Loss_D: 114.5226822 Loss_G: 0.3786
===> Epoch[1](284/58368): Loss_D: 114.1382751 Loss_G: 0.3780
===> Epoch[1](285/58368): Loss_D: 116.2323990 Loss_G: 0.3788
===> Epoch[1](286/58368): Loss_D: 114.6039276 Loss_G: 0.3770
===> Epoch[1](287/58368): Loss_D: 114.7539139 Loss_G: 0.3786
===> Epoch[1](288/58368): Loss_D: 115.5820923 Loss_G: 0.3779
===> Epoch[1](289/58368): Loss_D: 114.0328751 Loss_G: 0.3775
===> Epoch[1](290/58368): Loss_D: 115.2296906 Loss_G: 0.3783
===> Epoch[1](291/58368): Loss_D: 113.8029175 Loss_G: 0.3785
===> Epoch[1](292/58368): Loss_D: 115.4420166 Loss_G: 0.3782
===> Epoch[1](293/58368): Loss_D: 115.4806747 Loss_G: 0.3772
===> Epoch[1](294/58368): Loss_D: 113.9641342 Loss_G: 0.3771
===> Epoch[1](295/58368): Loss_D: 113.4865875 Loss_G: 0.3779
===> Epoch[1](296/58368): Loss_D: 113.5094910 Loss_G: 0.3788
===> Epoch[1](297/58368): Loss_D: 113.7662201 Loss_G: 0.3767
===> Epoch[1](298/58368): Loss_D: 115.3453522 Loss_G: 0.3775
===> Epoch[1](299/58368): Loss_D: 114.8911133 Loss_G: 0.3778
===> Epoch[1](300/58368): Loss_D: 113.6866379 Loss_G: 0.3761
===> Epoch[1](301/58368): Loss_D: 113.8736496 Loss_G: 0.3773
===> Epoch[1](302/58368): Loss_D: 114.0403976 Loss_G: 0.3767
===> Epoch[1](303/58368): Loss_D: 111.5914078 Loss_G: 0.3764
===> Epoch[1](304/58368): Loss_D: 113.2711334 Loss_G: 0.3767
===> Epoch[1](305/58368): Loss_D: 114.3643417 Loss_G: 0.3765
===> Epoch[1](306/58368): Loss_D: 113.5412369 Loss_G: 0.3773
===> Epoch[1](307/58368): Loss_D: 113.4717102 Loss_G: 0.3768
===> Epoch[1](308/58368): Loss_D: 113.5140533 Loss_G: 0.3758
===> Epoch[1](309/58368): Loss_D: 114.1473694 Loss_G: 0.3770
===> Epoch[1](310/58368): Loss_D: 114.2828903 Loss_G: 0.3760
===> Epoch[1](311/58368): Loss_D: 114.9140854 Loss_G: 0.3776
===> Epoch[1](312/58368): Loss_D: 112.8651657 Loss_G: 0.3758
===> Epoch[1](313/58368): Loss_D: 112.7800140 Loss_G: 0.3760
===> Epoch[1](314/58368): Loss_D: 113.3058090 Loss_G: 0.3766
===> Epoch[1](315/58368): Loss_D: 115.3714066 Loss_G: 0.3767
===> Epoch[1](316/58368): Loss_D: 113.3657684 Loss_G: 0.3761
===> Epoch[1](317/58368): Loss_D: 113.3584061 Loss_G: 0.3761
===> Epoch[1](318/58368): Loss_D: 113.3921051 Loss_G: 0.3767
===> Epoch[1](319/58368): Loss_D: 112.6247559 Loss_G: 0.3762
===> Epoch[1](320/58368): Loss_D: 111.7652512 Loss_G: 0.3760
===> Epoch[1](321/58368): Loss_D: 112.9692917 Loss_G: 0.3765
===> Epoch[1](322/58368): Loss_D: 114.4780807 Loss_G: 0.3758
===> Epoch[1](323/58368): Loss_D: 112.7161789 Loss_G: 0.3757
===> Epoch[1](324/58368): Loss_D: 114.1247635 Loss_G: 0.3762
===> Epoch[1](325/58368): Loss_D: 114.2001724 Loss_G: 0.3765
===> Epoch[1](326/58368): Loss_D: 113.9444962 Loss_G: 0.3760
===> Epoch[1](327/58368): Loss_D: 113.7076340 Loss_G: 0.3767
===> Epoch[1](328/58368): Loss_D: 112.2398911 Loss_G: 0.3768
===> Epoch[1](329/58368): Loss_D: 115.1155777 Loss_G: 0.3759
===> Epoch[1](330/58368): Loss_D: 114.3129349 Loss_G: 0.3765
===> Epoch[1](331/58368): Loss_D: 110.7787628 Loss_G: 0.3761
===> Epoch[1](332/58368): Loss_D: 112.3966370 Loss_G: 0.3757
===> Epoch[1](333/58368): Loss_D: 113.1392365 Loss_G: 0.3749
===> Epoch[1](334/58368): Loss_D: 113.6911774 Loss_G: 0.3754
===> Epoch[1](335/58368): Loss_D: 112.5975342 Loss_G: 0.3760
===> Epoch[1](336/58368): Loss_D: 113.8492203 Loss_G: 0.3759
===> Epoch[1](337/58368): Loss_D: 111.9254608 Loss_G: 0.3751
===> Epoch[1](338/58368): Loss_D: 114.3734131 Loss_G: 0.3742
===> Epoch[1](339/58368): Loss_D: 112.3950806 Loss_G: 0.3761
===> Epoch[1](340/58368): Loss_D: 113.0537643 Loss_G: 0.3755
===> Epoch[1](341/58368): Loss_D: 111.9590378 Loss_G: 0.3755
===> Epoch[1](342/58368): Loss_D: 112.1340866 Loss_G: 0.3753
===> Epoch[1](343/58368): Loss_D: 112.6529541 Loss_G: 0.3758
===> Epoch[1](344/58368): Loss_D: 113.2572784 Loss_G: 0.3754
===> Epoch[1](345/58368): Loss_D: 113.2489243 Loss_G: 0.3738
===> Epoch[1](346/58368): Loss_D: 112.6259842 Loss_G: 0.3755
===> Epoch[1](347/58368): Loss_D: 111.6307983 Loss_G: 0.3755
===> Epoch[1](348/58368): Loss_D: 112.4269333 Loss_G: 0.3754
===> Epoch[1](349/58368): Loss_D: 111.7780685 Loss_G: 0.3754
===> Epoch[1](350/58368): Loss_D: 113.5113144 Loss_G: 0.3749
===> Epoch[1](351/58368): Loss_D: 111.6889801 Loss_G: 0.3750
