nohup: ignoring input
###training start~~~~
hash_gan.py:285: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  epoch, itr, len(train_loader)*opt.batch_size, loss_d.data[0], loss_g.data[0]))
===> Epoch[0](129/58368): Loss_D: 59.5527000 Loss_G: 0.3913
===> Epoch[0](130/58368): Loss_D: 59.7302666 Loss_G: 0.3909
===> Epoch[0](131/58368): Loss_D: 60.0125389 Loss_G: 0.3904
===> Epoch[0](132/58368): Loss_D: 59.6496582 Loss_G: 0.3910
===> Epoch[0](133/58368): Loss_D: 59.3520813 Loss_G: 0.3905
===> Epoch[0](134/58368): Loss_D: 60.0881386 Loss_G: 0.3909
===> Epoch[0](135/58368): Loss_D: 59.9310532 Loss_G: 0.3912
===> Epoch[0](136/58368): Loss_D: 59.9111176 Loss_G: 0.3900
===> Epoch[0](137/58368): Loss_D: 59.0719986 Loss_G: 0.3896
===> Epoch[0](138/58368): Loss_D: 59.7374420 Loss_G: 0.3900
===> Epoch[0](139/58368): Loss_D: 59.8930359 Loss_G: 0.3894
===> Epoch[0](140/58368): Loss_D: 59.3470535 Loss_G: 0.3897
===> Epoch[0](141/58368): Loss_D: 59.6462593 Loss_G: 0.3896
===> Epoch[0](142/58368): Loss_D: 59.4022903 Loss_G: 0.3907
===> Epoch[0](143/58368): Loss_D: 59.5994225 Loss_G: 0.3891
===> Epoch[0](144/58368): Loss_D: 59.3608513 Loss_G: 0.3894
===> Epoch[0](145/58368): Loss_D: 59.6116638 Loss_G: 0.3891
===> Epoch[0](146/58368): Loss_D: 60.2483025 Loss_G: 0.3889
===> Epoch[0](147/58368): Loss_D: 59.7258644 Loss_G: 0.3886
===> Epoch[0](148/58368): Loss_D: 59.5370293 Loss_G: 0.3892
===> Epoch[0](149/58368): Loss_D: 59.6267586 Loss_G: 0.3889
===> Epoch[0](150/58368): Loss_D: 59.4764252 Loss_G: 0.3895
===> Epoch[0](151/58368): Loss_D: 58.7149048 Loss_G: 0.3875
===> Epoch[0](152/58368): Loss_D: 59.0954971 Loss_G: 0.3875
===> Epoch[0](153/58368): Loss_D: 59.8100014 Loss_G: 0.3885
===> Epoch[0](154/58368): Loss_D: 59.6600304 Loss_G: 0.3890
===> Epoch[0](155/58368): Loss_D: 59.7917595 Loss_G: 0.3878
===> Epoch[0](156/58368): Loss_D: 58.8722725 Loss_G: 0.3882
===> Epoch[0](157/58368): Loss_D: 59.2605896 Loss_G: 0.3885
===> Epoch[0](158/58368): Loss_D: 59.3969650 Loss_G: 0.3878
===> Epoch[0](159/58368): Loss_D: 59.1451721 Loss_G: 0.3879
===> Epoch[0](160/58368): Loss_D: 59.2900925 Loss_G: 0.3884
===> Epoch[0](161/58368): Loss_D: 59.4123039 Loss_G: 0.3871
===> Epoch[0](162/58368): Loss_D: 59.2846413 Loss_G: 0.3874
===> Epoch[0](163/58368): Loss_D: 59.0646362 Loss_G: 0.3875
===> Epoch[0](164/58368): Loss_D: 58.7739716 Loss_G: 0.3876
===> Epoch[0](165/58368): Loss_D: 59.1756706 Loss_G: 0.3869
===> Epoch[0](166/58368): Loss_D: 58.8715248 Loss_G: 0.3873
===> Epoch[0](167/58368): Loss_D: 58.9658508 Loss_G: 0.3872
===> Epoch[0](168/58368): Loss_D: 58.9603539 Loss_G: 0.3873
===> Epoch[0](169/58368): Loss_D: 58.7660027 Loss_G: 0.3871
===> Epoch[0](170/58368): Loss_D: 58.9947166 Loss_G: 0.3864
===> Epoch[0](171/58368): Loss_D: 59.3664207 Loss_G: 0.3866
===> Epoch[0](172/58368): Loss_D: 59.1132774 Loss_G: 0.3866
===> Epoch[0](173/58368): Loss_D: 58.3717957 Loss_G: 0.3865
===> Epoch[0](174/58368): Loss_D: 59.0316963 Loss_G: 0.3865
===> Epoch[0](175/58368): Loss_D: 58.7536316 Loss_G: 0.3865
===> Epoch[0](176/58368): Loss_D: 58.6777534 Loss_G: 0.3864
===> Epoch[0](177/58368): Loss_D: 58.6471672 Loss_G: 0.3868
===> Epoch[0](178/58368): Loss_D: 58.3322601 Loss_G: 0.3862
===> Epoch[0](179/58368): Loss_D: 58.9229813 Loss_G: 0.3868
===> Epoch[0](180/58368): Loss_D: 59.1199989 Loss_G: 0.3862
===> Epoch[0](181/58368): Loss_D: 59.0795631 Loss_G: 0.3855
===> Epoch[0](182/58368): Loss_D: 59.0282860 Loss_G: 0.3858
===> Epoch[0](183/58368): Loss_D: 59.5600815 Loss_G: 0.3858
===> Epoch[0](184/58368): Loss_D: 58.4264793 Loss_G: 0.3853
===> Epoch[0](185/58368): Loss_D: 58.3915749 Loss_G: 0.3856
===> Epoch[0](186/58368): Loss_D: 57.9127197 Loss_G: 0.3870
===> Epoch[0](187/58368): Loss_D: 59.0020447 Loss_G: 0.3849
===> Epoch[0](188/58368): Loss_D: 59.3790817 Loss_G: 0.3849
===> Epoch[0](189/58368): Loss_D: 57.9704094 Loss_G: 0.3859
===> Epoch[0](190/58368): Loss_D: 58.2848473 Loss_G: 0.3849
===> Epoch[0](191/58368): Loss_D: 57.9610786 Loss_G: 0.3851
===> Epoch[0](192/58368): Loss_D: 58.4215050 Loss_G: 0.3843
===> Epoch[0](193/58368): Loss_D: 58.7661667 Loss_G: 0.3846
===> Epoch[0](194/58368): Loss_D: 58.8982124 Loss_G: 0.3850
===> Epoch[0](195/58368): Loss_D: 57.4967346 Loss_G: 0.3847
===> Epoch[0](196/58368): Loss_D: 57.4801369 Loss_G: 0.3853
===> Epoch[0](197/58368): Loss_D: 58.3356400 Loss_G: 0.3851
===> Epoch[0](198/58368): Loss_D: 58.5272636 Loss_G: 0.3851
===> Epoch[0](199/58368): Loss_D: 58.7108879 Loss_G: 0.3841
===> Epoch[0](200/58368): Loss_D: 58.6843987 Loss_G: 0.3848
===> Epoch[0](201/58368): Loss_D: 57.9569511 Loss_G: 0.3842
===> Epoch[0](202/58368): Loss_D: 58.4173698 Loss_G: 0.3842
===> Epoch[0](203/58368): Loss_D: 57.7612953 Loss_G: 0.3842
===> Epoch[0](204/58368): Loss_D: 57.5188103 Loss_G: 0.3850
===> Epoch[0](205/58368): Loss_D: 58.1485977 Loss_G: 0.3851
===> Epoch[0](206/58368): Loss_D: 58.4603500 Loss_G: 0.3848
===> Epoch[0](207/58368): Loss_D: 57.6256027 Loss_G: 0.3835
===> Epoch[0](208/58368): Loss_D: 58.6534691 Loss_G: 0.3846
===> Epoch[0](209/58368): Loss_D: 57.8000793 Loss_G: 0.3829
===> Epoch[0](210/58368): Loss_D: 58.4240265 Loss_G: 0.3840
===> Epoch[0](211/58368): Loss_D: 58.2390976 Loss_G: 0.3835
===> Epoch[0](212/58368): Loss_D: 58.4072800 Loss_G: 0.3831
===> Epoch[0](213/58368): Loss_D: 58.4893799 Loss_G: 0.3837
===> Epoch[0](214/58368): Loss_D: 58.1064262 Loss_G: 0.3838
===> Epoch[0](215/58368): Loss_D: 57.9897041 Loss_G: 0.3837
===> Epoch[0](216/58368): Loss_D: 57.2898369 Loss_G: 0.3838
===> Epoch[0](217/58368): Loss_D: 57.8863945 Loss_G: 0.3838
===> Epoch[0](218/58368): Loss_D: 58.3944550 Loss_G: 0.3834
===> Epoch[0](219/58368): Loss_D: 57.8766747 Loss_G: 0.3826
===> Epoch[0](220/58368): Loss_D: 57.4980659 Loss_G: 0.3831
===> Epoch[0](221/58368): Loss_D: 57.6815910 Loss_G: 0.3826
===> Epoch[0](222/58368): Loss_D: 58.2721176 Loss_G: 0.3834
===> Epoch[0](223/58368): Loss_D: 57.3461800 Loss_G: 0.3822
===> Epoch[0](224/58368): Loss_D: 58.2925186 Loss_G: 0.3834
===> Epoch[0](225/58368): Loss_D: 59.1155853 Loss_G: 0.3834
===> Epoch[0](226/58368): Loss_D: 57.4149971 Loss_G: 0.3824
===> Epoch[0](227/58368): Loss_D: 57.2018929 Loss_G: 0.3846
===> Epoch[1](228/58368): Loss_D: 58.2472038 Loss_G: 0.3843
===> Epoch[1](229/58368): Loss_D: 58.0407944 Loss_G: 0.3832
===> Epoch[1](230/58368): Loss_D: 57.8737946 Loss_G: 0.3825
===> Epoch[1](231/58368): Loss_D: 57.7940788 Loss_G: 0.3830
===> Epoch[1](232/58368): Loss_D: 58.1583824 Loss_G: 0.3818
===> Epoch[1](233/58368): Loss_D: 57.9215126 Loss_G: 0.3825
===> Epoch[1](234/58368): Loss_D: 57.3861427 Loss_G: 0.3813
===> Epoch[1](235/58368): Loss_D: 57.6753197 Loss_G: 0.3820
===> Epoch[1](236/58368): Loss_D: 58.2170258 Loss_G: 0.3813
===> Epoch[1](237/58368): Loss_D: 57.8106079 Loss_G: 0.3817
===> Epoch[1](238/58368): Loss_D: 57.6508598 Loss_G: 0.3815
===> Epoch[1](239/58368): Loss_D: 57.2008858 Loss_G: 0.3821
===> Epoch[1](240/58368): Loss_D: 58.1457520 Loss_G: 0.3816
===> Epoch[1](241/58368): Loss_D: 57.1418533 Loss_G: 0.3814
===> Epoch[1](242/58368): Loss_D: 57.8929062 Loss_G: 0.3820
===> Epoch[1](243/58368): Loss_D: 57.2794266 Loss_G: 0.3810
===> Epoch[1](244/58368): Loss_D: 58.5389099 Loss_G: 0.3819
===> Epoch[1](245/58368): Loss_D: 57.3148079 Loss_G: 0.3812
===> Epoch[1](246/58368): Loss_D: 56.7119408 Loss_G: 0.3804
===> Epoch[1](247/58368): Loss_D: 57.4242706 Loss_G: 0.3800
===> Epoch[1](248/58368): Loss_D: 56.9059563 Loss_G: 0.3807
===> Epoch[1](249/58368): Loss_D: 57.0066261 Loss_G: 0.3810
===> Epoch[1](250/58368): Loss_D: 57.7979927 Loss_G: 0.3803
===> Epoch[1](251/58368): Loss_D: 57.3054161 Loss_G: 0.3808
===> Epoch[1](252/58368): Loss_D: 57.4954109 Loss_G: 0.3811
===> Epoch[1](253/58368): Loss_D: 58.1753197 Loss_G: 0.3808
===> Epoch[1](254/58368): Loss_D: 57.6223297 Loss_G: 0.3808
===> Epoch[1](255/58368): Loss_D: 57.7142677 Loss_G: 0.3799
===> Epoch[1](256/58368): Loss_D: 57.1636276 Loss_G: 0.3814
===> Epoch[1](257/58368): Loss_D: 57.0498848 Loss_G: 0.3811
===> Epoch[1](258/58368): Loss_D: 56.5155754 Loss_G: 0.3801
===> Epoch[1](259/58368): Loss_D: 57.9655495 Loss_G: 0.3805
===> Epoch[1](260/58368): Loss_D: 57.6416473 Loss_G: 0.3809
===> Epoch[1](261/58368): Loss_D: 58.2084198 Loss_G: 0.3809
===> Epoch[1](262/58368): Loss_D: 56.8249512 Loss_G: 0.3801
===> Epoch[1](263/58368): Loss_D: 58.4435577 Loss_G: 0.3812
===> Epoch[1](264/58368): Loss_D: 57.4865990 Loss_G: 0.3802
===> Epoch[1](265/58368): Loss_D: 57.7163277 Loss_G: 0.3799
===> Epoch[1](266/58368): Loss_D: 57.1252480 Loss_G: 0.3801
===> Epoch[1](267/58368): Loss_D: 58.6410828 Loss_G: 0.3803
===> Epoch[1](268/58368): Loss_D: 56.8102684 Loss_G: 0.3797
===> Epoch[1](269/58368): Loss_D: 57.2398376 Loss_G: 0.3800
===> Epoch[1](270/58368): Loss_D: 57.6452179 Loss_G: 0.3799
===> Epoch[1](271/58368): Loss_D: 57.4270363 Loss_G: 0.3797
===> Epoch[1](272/58368): Loss_D: 57.4330635 Loss_G: 0.3799
===> Epoch[1](273/58368): Loss_D: 57.4445992 Loss_G: 0.3792
===> Epoch[1](274/58368): Loss_D: 56.8869972 Loss_G: 0.3800
===> Epoch[1](275/58368): Loss_D: 56.1870880 Loss_G: 0.3796
===> Epoch[1](276/58368): Loss_D: 58.2833633 Loss_G: 0.3808
===> Epoch[1](277/58368): Loss_D: 56.9386482 Loss_G: 0.3799
===> Epoch[1](278/58368): Loss_D: 56.9800682 Loss_G: 0.3796
===> Epoch[1](279/58368): Loss_D: 56.4214859 Loss_G: 0.3787
===> Epoch[1](280/58368): Loss_D: 57.2659836 Loss_G: 0.3794
===> Epoch[1](281/58368): Loss_D: 56.2035484 Loss_G: 0.3792
===> Epoch[1](282/58368): Loss_D: 57.3235435 Loss_G: 0.3791
===> Epoch[1](283/58368): Loss_D: 56.4155769 Loss_G: 0.3793
===> Epoch[1](284/58368): Loss_D: 57.2004700 Loss_G: 0.3794
===> Epoch[1](285/58368): Loss_D: 57.0875359 Loss_G: 0.3779
===> Epoch[1](286/58368): Loss_D: 57.9992180 Loss_G: 0.3798
===> Epoch[1](287/58368): Loss_D: 55.9343987 Loss_G: 0.3779
===> Epoch[1](288/58368): Loss_D: 56.5993958 Loss_G: 0.3786
===> Epoch[1](289/58368): Loss_D: 56.4070930 Loss_G: 0.3788
===> Epoch[1](290/58368): Loss_D: 57.3904877 Loss_G: 0.3788
===> Epoch[1](291/58368): Loss_D: 56.3575401 Loss_G: 0.3781
===> Epoch[1](292/58368): Loss_D: 56.7869263 Loss_G: 0.3788
===> Epoch[1](293/58368): Loss_D: 56.7441788 Loss_G: 0.3787
===> Epoch[1](294/58368): Loss_D: 56.5990677 Loss_G: 0.3787
===> Epoch[1](295/58368): Loss_D: 56.2249565 Loss_G: 0.3784
===> Epoch[1](296/58368): Loss_D: 56.8732109 Loss_G: 0.3796
===> Epoch[1](297/58368): Loss_D: 57.0197525 Loss_G: 0.3783
===> Epoch[1](298/58368): Loss_D: 56.8487396 Loss_G: 0.3786
===> Epoch[1](299/58368): Loss_D: 56.9848175 Loss_G: 0.3788
===> Epoch[1](300/58368): Loss_D: 57.0871468 Loss_G: 0.3777
===> Epoch[1](301/58368): Loss_D: 57.2143707 Loss_G: 0.3779
===> Epoch[1](302/58368): Loss_D: 56.2924347 Loss_G: 0.3782
===> Epoch[1](303/58368): Loss_D: 56.7124023 Loss_G: 0.3783
===> Epoch[1](304/58368): Loss_D: 56.3699951 Loss_G: 0.3784
===> Epoch[1](305/58368): Loss_D: 56.2869759 Loss_G: 0.3783
===> Epoch[1](306/58368): Loss_D: 57.1943970 Loss_G: 0.3781
===> Epoch[1](307/58368): Loss_D: 57.6072197 Loss_G: 0.3775
===> Epoch[1](308/58368): Loss_D: 56.5283394 Loss_G: 0.3778
===> Epoch[1](309/58368): Loss_D: 55.7176819 Loss_G: 0.3769
===> Epoch[1](310/58368): Loss_D: 57.1187706 Loss_G: 0.3783
===> Epoch[1](311/58368): Loss_D: 56.2170792 Loss_G: 0.3776
===> Epoch[1](312/58368): Loss_D: 57.9888611 Loss_G: 0.3775
===> Epoch[1](313/58368): Loss_D: 56.8907242 Loss_G: 0.3783
===> Epoch[1](314/58368): Loss_D: 56.5239334 Loss_G: 0.3778
===> Epoch[1](315/58368): Loss_D: 55.9602470 Loss_G: 0.3780
===> Epoch[1](316/58368): Loss_D: 56.7870026 Loss_G: 0.3779
===> Epoch[1](317/58368): Loss_D: 56.1442528 Loss_G: 0.3770
===> Epoch[1](318/58368): Loss_D: 57.9569550 Loss_G: 0.3781
===> Epoch[1](319/58368): Loss_D: 56.5121651 Loss_G: 0.3778
===> Epoch[1](320/58368): Loss_D: 55.8525276 Loss_G: 0.3772
===> Epoch[1](321/58368): Loss_D: 56.4083176 Loss_G: 0.3774
===> Epoch[1](322/58368): Loss_D: 56.7776299 Loss_G: 0.3767
===> Epoch[1](323/58368): Loss_D: 56.6865501 Loss_G: 0.3766
===> Epoch[1](324/58368): Loss_D: 56.3280830 Loss_G: 0.3775
===> Epoch[1](325/58368): Loss_D: 56.2992554 Loss_G: 0.3770
===> Epoch[1](326/58368): Loss_D: 56.3102798 Loss_G: 0.3763
===> Epoch[1](327/58368): Loss_D: 56.4693909 Loss_G: 0.3774
===> Epoch[1](328/58368): Loss_D: 55.9044342 Loss_G: 0.3762
===> Epoch[1](329/58368): Loss_D: 56.7262650 Loss_G: 0.3771
===> Epoch[1](330/58368): Loss_D: 55.5207634 Loss_G: 0.3776
===> Epoch[1](331/58368): Loss_D: 55.3786621 Loss_G: 0.3770
===> Epoch[1](332/58368): Loss_D: 57.1819420 Loss_G: 0.3765
===> Epoch[1](333/58368): Loss_D: 56.8802757 Loss_G: 0.3762
===> Epoch[1](334/58368): Loss_D: 57.2998810 Loss_G: 0.3774
===> Epoch[1](335/58368): Loss_D: 56.1494064 Loss_G: 0.3775
===> Epoch[1](336/58368): Loss_D: 56.3112106 Loss_G: 0.3774
===> Epoch[1](337/58368): Loss_D: 55.9082565 Loss_G: 0.3764
===> Epoch[1](338/58368): Loss_D: 55.9474411 Loss_G: 0.3764
===> Epoch[1](339/58368): Loss_D: 55.8911438 Loss_G: 0.3770
===> Epoch[1](340/58368): Loss_D: 56.1925507 Loss_G: 0.3767
===> Epoch[1](341/58368): Loss_D: 57.0507050 Loss_G: 0.3756
===> Epoch[1](342/58368): Loss_D: 56.3895035 Loss_G: 0.3764
===> Epoch[1](343/58368): Loss_D: 55.5654297 Loss_G: 0.3770
===> Epoch[1](344/58368): Loss_D: 55.3826447 Loss_G: 0.3760
===> Epoch[1](345/58368): Loss_D: 56.4694633 Loss_G: 0.3755
===> Epoch[1](346/58368): Loss_D: 55.9031219 Loss_G: 0.3762
===> Epoch[1](347/58368): Loss_D: 56.0414925 Loss_G: 0.3762
===> Epoch[1](348/58368): Loss_D: 55.0785942 Loss_G: 0.3757
===> Epoch[1](349/58368): Loss_D: 55.9860573 Loss_G: 0.3771
===> Epoch[1](350/58368): Loss_D: 56.0313683 Loss_G: 0.3757
===> Epoch[1](351/58368): Loss_D: 55.4165878 Loss_G: 0.3761
